"lang"
{
"Language" "ukrainian"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"Тло головного меню"
		"SFUI_PlayerDetails_Griefing"				"Саботаж"
		"SFUI_PlayerDetails_SpeedHacking"			"Інші види чітів"
		"SFUI_PlayerDetails_WallHacking"			"ПЗ для зору крізь стіни"
		"SFUI_PlayerDetails_AimHacking"				"ПЗ для автонацілювання"
		"SFUI_PlayerDetails_PoorPerf"				"Погана продуктивність"
		"SFUI_PlayerDetails_AbusiveModels"			"Образливий вміст"
		"SFUI_PlayerDetails_Motd"					"Образливе привітання сервера"
		"SFUI_PlayerDetails_OffensiveServerWebsite"	"Образливий сайт сервера"
		"SFUI_PlayerDetails_Listing"				"Хибні відомості про сервер"
		"SFUI_PlayerDetails_Inventory"				"Неправильно відображається інвентар чи статус гравців"
		"SFUI_PlayerDetails_Loading"				"Перевірка похвал"
		"SFUI_PlayerDetails_Loading_Failed"			"Не вдалося завантажити похвали, спробуйте знову пізніше"
		"SFUI_PlayerDetails_Previously_Submitted"	"*Попередні похвали цього користувача"
		"SFUI_PlayerDetails_Commendations_Left"		"Ви можете сьогодні похвалити ще %s1 гравця(-ів)"
		"SFUI_PlayerDetails_NoCommendations_Left"   "Ви надіслали забагато похвал, спробуйте знову завтра"
		"SFUI_PlayerDetails_Updating_Previous_Commendation"   "Ви змінюєте надіслану раніше похвалу"
		"SFUI_PlayerDetails_New_Commendation"   "Ви надсилаєте нову похвалу"
		"SFUI_PlayerDetails_Server_Report_Title"   "СКАРГА НА ЦЕЙ СЕРВЕР"
		"SFUI_PlayerDetails_Server_Name_NotFound"   "Назва сервера недоступна"
		"Panorama_PlayerDetails_Commendations_Left" "Ви можете сьогодні похвалити ще {d:num_token} гравця(-ів)"

		"SFUI_MOTD_RegionalServerSponsor"			"Цей ігровий сервер підтримується за рахунок реклами. Ви зможете продовжити через %s1 с..."


		"SFUI_Player_Wants_Restart"		"%s1 хоче розпочати матч заново."
		"SFUI_bot_controlled_by"			"БОТ (%s1)"
		"SFUI_bot_decorated_name"	"БОТ %s1"
		"SFUI_bot_decorated_name_guardian"	"Нападник %s1"
		"SFUI_bot_decorated_name_guardianheavy"	"Сильний нападник %s1"
		"SFUI_coach_name_t"			"(ТРЕНЕР Т)"
		"SFUI_coach_name_ct"		"(ТРЕНЕР СВ)"

		"SFUI_scoreboard_lbl_bot"	"БОТ"
		"SFUI_scoreboard_lbl_spec"	"ГЛЯДАЧ"

		"SFUI_Scoreboard_1st"		"Перша"
		"SFUI_Scoreboard_2nd"		"Друга"
		"SFUI_Scoreboard_1st_Half"		"Перша половина"
		"SFUI_Scoreboard_Halftime"		"Перерва"
		"SFUI_Scoreboard_2nd_Half"	"Друга половина"
		"SFUI_Scoreboard_Overtime"	"Додатковий час"
		"SFUI_Scoreboard_OvertimeHalftime"	"Перерва ДЧ"
		"SFUI_Scoreboard_Overtime1stHalf"	"Перша половина ДЧ"
		"SFUI_Scoreboard_Overtime2ndHalf"	"Друга половина ДЧ"
		"SFUI_Scoreboard_Final"		"Підсумок"
		"SFUI_Scoreboard_Final_Won"		"ПЕРЕМОГА!"
		"SFUI_Scoreboard_Final_Surrendered"		"ЗДАЛИСЯ"
		"SFUI_Scoreboard_Final_Lost"	"Ваша команда програла!"
		"SFUI_Scoreboard_Final_Tie"		"Нічия!"
		"SFUI_Scoreboard_GG_The_Winner"	"Виграє %s1!"
		"SFUI_Scoreboard_Team_One"	"Команда #1"
		"SFUI_Scoreboard_Team_Two"	"Команда #2"
		"SFUI_Scoreboard_Switch_In"		"Зміна сторін через %s1"
		"SFUI_Scoreboard_Overtime_In"	"Продовження ДЧ через %s1"
		"SFUI_Scoreboard_Next_In"		"Наступний матч почнеться через %s1"
		"SFUI_Scoreboard_MapVoteEnd_In"		"Голосування за мапу закінчиться через %s1"
		"SFUI_Scoreboard_Next_Map_In"	"«%s1» буде завантажено через %s2"
		"SFUI_Scoreboard_MapShutdown_In"	"Мапу буде вимкнено за: %s1"
		"SFUI_Scoreboard_VoteStatus"	"Голосів «За» %s1 з %s2: %s3"
		"SFUI_Scoreboard_NormalPlayer"	"%s1"

		"SFUI_ScoreControl_OngoingMatch"	"Поточний матч"
		"SFUI_ScoreControl_PausedScore"		"Призупинено"
		"SFUI_ScoreControl_FinalScore"		"Зберегти фінальний рахунок"

		"SFUI_Scoreboard_HLTV"				"Глядачів у GOTV: %s1"
		"SFUI_Scoreboard_Viewers"			"Глядачів: %s1"

		"SFUI_RoundWin_Defused"			"Бомба знешкоджена"
		"SFUI_RoundWin_Bomb"			"Бомба вибухнула"
		"SFUI_RoundWin_Hostage"			"Заручники врятовані"
		"SFUI_RoundWin_Time"			"Сплинув час"
		"SFUI_RoundWin_Kill"			"Команду знешкоджено"
		"SFUI_RoundWin_Survivors"			"Гравців вижило"

		"GOTV_Reconnecting"					"Повторне підключення до GOTV…"
		"GOTV_Please_Wait_for_Broadcast_to_Start"	"Будь ласка, дочекайтеся початку трансляції…"

		///////////////////////////////////////////////////////////////////////
		// VOTING
		///////////////////////////////////////////////////////////////////////

		"SFUI_Vote_None"			"
"
		"SFUI_Vote_KickPlayer"		"Вигнати гравця…"
		"SFUI_Vote_TeamSwitch"		"Змінити сторони"
		"SFUI_Vote_ScrambleTeams"	"Перемішати команди"
		"SFUI_Vote_RestartMatch"	"Почати матч заново"
		"SFUI_Vote_ChangeMap"		"Змінити мапу…"
		"SFUI_Vote_Change_MultiSkirmish"		"Змінити військову гру…"
		"SFUI_Vote_NextMap"			"Обрати наступну мапу…"
		"SFUI_Vote_NextMap_MultiSkirmish"	"Обрати наступну військову гру…"
		"SFUI_Vote_pause_match"		"Призупинити матч під час періоду знерухомлення?"
		"SFUI_Vote_unpause_match"	"Скасувати паузу і продовжити період знерухомлення?"
		"SFUI_Vote_loadbackup1"			"Завантажити резервну копію раунду?"
		"SFUI_Vote_loadbackup"			"Завантажити резервну копію раунду\n%s1?"
		"SFUI_Vote_ready_for_match"		"Розпочати відлік розминки до початку матчу?"
		"SFUI_Vote_not_ready_for_match"	"Скасувати початок матчу і повернутися до вічної розминки?"
		"SFUI_Vote_StartTimeoutTournament"	"Взяти тайм-аут"
		"SFUI_Vote_StartTimeout"			"Взяти тайм-аут"

		"SFUI_Vote_CancelSubselection"  "${cancel}Назад"

		//Used
		"SFUI_VOTING_CALL_VOTE"				"ГОЛОСУВАННЯ"
		"SFUI_VOTING_VOTE_TARGET"			"ЗРОБІТЬ ВИБІР"
		"SFUI_vote_header"						"Розпочато: %s1"
		"SFUI_vote_yes_pc_instruction"		"ЗА — F1"
		"SFUI_vote_no_pc_instruction"			"ПРОТИ — F2"
		"SFUI_vote_yes_confirmation_pc_instruction"	"Ви проголосували <font color='#00ff12'>ЗА</font>"
		"SFUI_vote_no_confirmation_pc_instruction"	"Ви проголосували <font color='#ff0000'>ПРОТИ</font>"
		"SFUI_vote_yes_console_instruction"		"ЗА: натисніть ${dpadleft}"
		"SFUI_vote_no_console_instruction"		"ПРОТИ: натисніть ${dpadright}"

		"SFUI_vote_passed"				"<font color='#00ff12'>Схвалено!</font>"
		"SFUI_vote_failed"				"<font color='#ff0000'>Відхилено.</font>"
		"SFUI_vote_failed_quorum"			"Замало голосів."
		"SFUI_vote_failed_yesno"			"Голоси «За» мають перевищити число голосів «Проти»."
		"SFUI_vote_failed_rematch"			"Не набралося 10 голосів для перезапуску матчу."
		"SFUI_vote_failed_continue"			"Не всі гравці погодилися грати з ботами."

		"SFUI_vote_failed_vote_spam"			"Ви нещодавно розпочинали голосування, тому не зможете почати нове ще %s1 с."
		"SFUI_vote_failed_transition_vote"		"Ви не можете розпочати нове голосування, поки інші гравці ще завантажуються."
		"SFUI_vote_failed_disabled_issue"		"Сервер вимкнув цей тип голосування."
		"SFUI_vote_failed_map_not_found"		"Такої мапи не існує."
		"SFUI_vote_failed_map_name_required"		"Ви маєте вказати назву мапи."
		"SFUI_vote_failed_recently"				"Таке голосування щойно провалилося. Його не можна розпочати знову ще %s1 с."
		"SFUI_vote_failed_recent_kick"			"Голосування за вигнання цього гравця щойно провалилося, нове можна почати через %s1 с."
		"SFUI_vote_failed_recent_changemap"		"Голосування за цю мапу щойно провалилося. Не можна починати нове ще %s1 с."
		"SFUI_vote_failed_recent_swapteams"		"Голосування за зміну сторін щойно провалилося. Не можна починати нове ще %s1 с."
		"SFUI_vote_failed_recent_scrambleteams"	"Голосування за перемішування щойно провалилося. Не можна починати нове ще %s1 с."
		"SFUI_vote_failed_recent_restart"		"Голосування за перезапуск матчу щойно провалилося. Не можна починати нове ще %s1 с."

		"Panorama_vote_failed_vote_spam"			"Ви нещодавно розпочинали голосування, тому не зможете почати нове ще {d:num_second} с."
		"Panorama_vote_failed_recently"				"Таке голосування щойно провалилося. Його не можна розпочати знову ще {d:num_second} с."
		"Panorama_vote_failed_recent_kick"			"Голосування за вигнання цього гравця щойно провалилося. Нове можна почати через {d:num_second} с."
		"Panorama_vote_failed_recent_changemap"		"Голосування за цю мапу щойно провалилося. Не можна починати нове ще {d:num_second} с."
		"Panorama_vote_failed_recent_swapteams"		"Голосування за зміну сторін щойно провалилося. Не можна починати нове ще {d:num_second} с."
		"Panorama_vote_failed_recent_scrambleteams"	"Голосування за перемішування щойно провалилося. Не можна починати нове ще {d:num_second} с."
		"Panorama_vote_failed_recent_restart"		"Голосування за перезапуск матчу щойно провалилося. Не можна починати нове ще {d:num_second} с."

		"SFUI_vote_failed_team_cant_call"		"Ваша команда не може розпочати це голосування."
		"SFUI_vote_failed_waitingforplayers"		"Не дозволяється голосувати під час розминки."
		"SFUI_vote_failed_cannot_kick_admin"		"Ви не можете голосувати за вигнання адміністратора сервера."
		"SFUI_vote_failed_scramble_in_prog"		"Відбувається перемішування команд."
		"SFUI_vote_failed_swap_in_prog"		"Відбувається зміна сторін."
		"SFUI_vote_failed_spectator"			"Цей сервер заборонив глядачам голосувати."
		"SFUI_vote_failed_disabled"			"Цей сервер заборонив голосувати."
		"SFUI_vote_failed_nextlevel_set"		"Наступна мапа вже була обрана."
		"SFUI_vote_failed_vote_in_progress"		"Голосування вже відбувається!"

		"SFUI_vote_failed_paused"			"Матч уже призупинено!"
		"SFUI_vote_failed_not_paused"		"Матч не призупинено!"
		"SFUI_vote_failed_not_in_warmup"	"Матч не на стадії розминки!"
		"SFUI_vote_failed_not_10_players"	"Для голосування потрібно 10 гравців."
		"SFUI_vote_failed_cant_round_end"	"Голосування не може бути зараховане після завершення раунда. Почніть голосування ще раз."

		"SFUI_vote_failed_timeouts_exhausted"	  "Досягнуто максимальної кількості перерв."
		"SFUI_vote_failed_timeout_active"	  	  "Зараз перерва."
		

		"SFUI_otherteam_vote_kick_player"		" Інша команда голосує за вигнання гравця: %s1\n"
		"SFUI_vote_kick_player_other"		"Вигнати гравця: %s1?\n"
		"SFUI_vote_kick_player_cheating"		"Вигнати гравця: %s1?\n(за чітерство)"
		"SFUI_vote_kick_player_idle"		"Вигнати гравця: %s1?\n(за бездіяльність)"
		"SFUI_vote_kick_player_scamming"		"Вигнати гравця: %s1?\n(за шахрайство)"

		"SFUI_vote_passed_kick_player"		"Виганяється гравець: %s1…"

		"SFUI_vote_restart_game"			"Почати матч заново?"
		"SFUI_vote_passed_restart_game"		"Матч розпочнеться заново…"

		"SFUI_otherteam_vote_unimplemented"		"НЕ РЕАЛІЗОВАНИЙ ОПИС ДЛЯ ЦЬОГО ТИПУ!\n"

		"SFUI_vote_changelevel"			"Змінити поточну мапу на %s1?"
		"SFUI_vote_nextlevel"			"Зробити наступною мапою %s1?"
		"SFUI_vote_passed_changelevel"		"Зміна мапи на %s1…"
		"SFUI_vote_passed_nextlevel"		"Наступною мапою буде %s1…"
		"SFUI_vote_passed_nextlevel_extend"	"Ще один матч на поточній мапі (%s1)"
		"SFUI_vote_nextlevel_choices"		"Голосуйте за наступну мапу!"
		"SFUI_vote_surrender"		"Здатися?"
		"SFUI_otherteam_vote_surrender"		" Інша команда голосує за капітуляцію.\n"

		"SFUI_vote_scramble_teams"		"Перемішати команди?"
		"SFUI_vote_passed_scramble_teams"		"Команди будуть перемішані."
		"SFUI_vote_swap_teams"		"Змінити сторони?"
		"SFUI_vote_passed_swap_teams"		"Команди поміняються місцями."
		"SFUI_vote_passed_surrender_q"	"Капітуляція…"
		"SFUI_vote_passed_surrender"	"Капітуляція…"
		"SFUI_vote_failed_surrender_too_early" "Ви не можете здатися, доки хтось з команди не покине матч."
		"SFUI_vote_passed_rematch"		"Зараз почнеться новий матч."
		"SFUI_vote_failed_rematch_explain"		"Матч заново не пропонується, оскільки під’єднано менше 10 гравців."
		"SFUI_match_abort_match_missing_player"	" Матч скасовується, бо гравець так і не підключився."
		"SFUI_match_abort_match_player_abandoned"	" Матч скасовано через відключення гравця."
		"SFUI_vote_failed_rematch_mmsvr"		"Встановлені параметри створення матчу не дозволяють матч заново."
		"SFUI_vote_cannot_rematch_explain"		"Неможливий матч заново, оскільки під’єднано менше 10 гравців."
		"SFUI_otherteam_vote_continue_or_surrender"		"Інша команда голосує, чи продовжити гру або здатися.\n"
		"SFUI_otherteam_vote_timeout"					"Інша команда вирішує чи йти на перерву.\n"

		"SFUI_vote_passed_pause_match"		"Матч буде призупинено перед наступним періодом знерухомлення."
		"SFUI_vote_passed_unpause_match"	"Матч поновлюється."
		"SFUI_vote_passed_loadbackup"		"Матч завантажиться з резервної копії\n%s1."

		"SFUI_vote_start_timeout"			"Взяти перерву?"
		"SFUI_vote_passed_timeout"			"Голосування скінчилося. Наступний раунд розпочнеться з перерви."

		"SFUI_vote_continue"				"Грати далі з ботами? Вимагає одностайного рішення."
		"SFUI_vote_passed_continue"			"Усі погодилися грати далі з ботами."

		"SFUI_vote_passed_ready_for_match"		"Починається відлік часу розминки."
		"SFUI_vote_passed_not_ready_for_match"		"Скасування відліку розминки. Розминку буде призупинено."

		"SFUI_vote_passed_not_ready_for_match_chat"		" Відлік скасовано гравцем %s1."
		"SFUI_vote_passed_pause_match_chat"				"Гравець %s1 ініціював паузу періоду знерухомлення."


		"SFUI_vote_td_start_round"		"Розпочати поточний раунд?"
		"SFUI_vote_passed_td_start_round"	"Раунд розпочинається…"


		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Team Select
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_Choose_Team"			"ОБЕРІТЬ КОМАНДУ"

		//PC/X360 versions
		"SFUI_InitialTeamNavNoSpectate"  "${confirm} Прийняти  ${dpad} Обирати  ${west} Автовибір  ${altstart} Таблиця результатів" [$WIN32||$X360]
		"SFUI_InitialTeamNavWithSpectate"  "${confirm} Прийняти  ${dpad} Обирати  ${west} Автовибір  ${lshoulder} Наглядати  ${altstart} Таблиця результатів" [$WIN32||$X360]
		"SFUI_TeamNavNoSpectate"  "${cancel} Назад  ${confirm} Прийняти  ${dpad} Обирати  ${west} Автовибір  ${altstart} Таблиця результатів" [$WIN32||$X360]
		"SFUI_TeamNavWithSpectate"  "${cancel} Назад   ${confirm} Прийняти   ${dpad} Обирати   ${west} Автовибір   ${lshoulder} Наглядати   ${altstart} Таблиця результатів" [$WIN32||$X360]

		//PS3 versions
		"SFUI_InitialTeamNavNoSpectate"  "${confirm} Прийняти   ${dpad} Обирати   ${west} Автовибір   ${north} Таблиця результатів" [$PS3]
		"SFUI_InitialTeamNavWithSpectate"  "${confirm} Прийняти   ${dpad} Обирати   ${west} Автовибір   ${lshoulder} Наглядати   ${north} Таблиця результатів" [$PS3]
		"SFUI_TeamNavNoSpectate"  "${cancel} Назад   ${confirm} Прийняти   ${dpad} Обирати   ${west} Автовибір   ${north} Таблиця результатів" [$PS3]
		"SFUI_TeamNavWithSpectate"  "${cancel} Назад   ${confirm} Прийняти   ${dpad} Обирати   ${west} Автовибір   ${lshoulder} Наглядати   ${north} Таблиця результатів" [$PS3]

		"SFUI_TeamButtonAuto"		"Автовибір"
		"SFUI_TeamButtonCancel"		"Скасувати"
		"SFUI_TeamButtonSpectate"	"Глядач"

		"SFUI_TeamConfirmTitle"	"Підтвердьте скасування"
		"SFUI_TeamConfirmMsg"	"Скасування тепер поверне вас у головне меню. Ви впевнені, що бажаєте скасувати?"
		"SFUI_TeamConfirmNav"	"${cancel} Ні   ${confirm} Так"
		"SFUI_TeamHumans"		"Людей: "
		"SFUI_TeamBots"			"Ботів: "
		"SFUI_TeamFull"			"Команда заповнена"
		"SFUI_TeamTimer"		"Автоматичний вибір через:"

		"SFUIHUD_playerid_sameteam"			"<font color='#6E7D5C'>Свій: %s1 Здоров’я: %s2</font>"
		"SFUIHUD_playerid_diffteam"			"<font color='#CC0000'>Ворог: %s1</font>"
		"SFUIHUD_playerid_specteam"			"<font color='#6E7D5C'>%s1</font>"
		"SFUIHUD_playerid_overhead_dropshadow"		"<font color='#000000'>%s1 %s2</font>"
		"SFUIHUD_playerid_dead"			"<font color='#FFCC00'>Мертвий: {s:player_name}</font>"

		"SFUIHUD_playerid_overhead"				"<font color='#cacaca'>%s1</font><font color='#9a9a9a'> %s2</font>"
		"SFUIHUD_playerid_overhead_lowhealth"	"<font color='#cacaca'>%s1</font><font color='#d82429'> %s2</font>"
		"SFUIHUD_playerid_overhead_money"		"<font color='#cacaca'>%s1</font><font color='#7ebc50'> %s2</font>"

		"SFUIHUD_playerid_overhead_ct"		"<font color='#3f74c8'>%s1</font><font color='#5e779f'> %s2</font>"
		"SFUIHUD_playerid_overhead_ct_lowhealth"		"<font color='#3f74c8'>%s1</font><font color='#d82429'> %s2</font>"
		"SFUIHUD_playerid_overhead_ct_money"		"<font color='#3f74c8'>%s1</font><font color='#7ebc50'> %s2</font>"

		"SFUIHUD_playerid_overhead_t"		"<font color='#c3953f'>%s1</font><font color='#9a8661'> %s2</font>"
		"SFUIHUD_playerid_overhead_t_lowhealth"		"<font color='#c3953f'>%s1</font><font color='#d82429'> %s2</font>"
		"SFUIHUD_playerid_overhead_t_money"		"<font color='#c3953f'>%s1</font><font color='#7ebc50'> %s2</font>"

		"SFUIHUD_playerid_noteam"			"<font color='#FFCC00'>%s1 Здоров’я:%s2</font>"

		"SFUIHUD_hostageid"					"<font color='#e5da25'>Заручник</font><font color='#dcdac0'> %s1</font>"
		"SFUIHUD_hostageid_use_lead"		"<font color='#e5da25'>${use} Підібрати заручника</font><font color='#dcdac0'> %s1</font>"
		"SFUIHUD_hostageid_use_leave"		"<font color='#e5da25'>${use} Зупинити заручника</font><font color='#dcdac0'> %s1</font>"
		"SFUIHUD_hostageid_following"		"<font color='#e5da25'>Заручник (у гравця %s1)</font><font color='#dcdac0'> %s2</font>"

		"SFUIHUD_hostageid_nh"					"<font color='#e5da25'>Заручник</font>"
		"SFUIHUD_hostagename_nh"					"<font color='#e5da25'>%s1</font>"
		"SFUIHUD_hostageid_nh_use_lead"		"<font color='#e5da25'>${use} Підібрати заручника</font>"
		"SFUIHUD_hostageid_nh_use_leave"		"<font color='#e5da25'>${use} Зупинити заручника</font>"
		"SFUIHUD_hostageid_nh_following"		"<font color='#e5da25'>Заручник (у гравця %s1)</font>"

		"CSGO_StoryHostageName_cs_office"		"Кенет Гукс"
		"CSGO_StoryHostageName_gd_bank"			"Раян Джесап"
		"CSGO_StoryHostageName_gd_cbble"		"Лорд Вільям"
		"CSGO_StoryHostageName_gd_lake"			"Алекс Кінкейд"

		"SFUIHUD_weaponid_pickup"			"${use} Замінити на %s1"
		"SFUIHUD_weaponid_c4defuse"			"${use} Знешкодити C4"
		"SFUIHUD_targetid_FLASHED"			"<font color='#6600ff'>(ЗАСЛІПЛЕНИЙ)</font>"

		"SFUIHUD_botid_request_bomb"		"<font color='#e5da25'>${use} Забрати бомбу</font>"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//HUD: Help/Medals/Defuse Info Panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUIHUD_InfoPanel_HelpTitle"		"
"

		"SFUIHUD_InfoPanel_PriorityMsgTitle"	"Увага"

		"SFUIHUD_InfoPanel_DefuseTitle"			"До знешкодження:"
		"SFUIHUD_InfoPanel_DefuseText"			"Ви знешкоджуєте бомбу."
		"SFUIHUD_InfoPanel_DefuseText_NoKit"	"Ви знешкоджуєте бомбу\nбез допомоги кусачок."
		"SFUIHUD_InfoPanel_Spec_DefuseText"			"%s1 знешкоджує бомбу."
		"SFUIHUD_InfoPanel_Spec_DefuseText_NoKit"	"%s1 знешкоджує бомбу\nбез допомоги кусачок."

		"SFUIHUD_InfoPanel_HostageTitle"		"Лишилося:"
		"SFUIHUD_InfoPanel_HostageText"				"Ви підбираєте заручника."
		"SFUIHUD_InfoPanel_Spec_HostageText"		"%s1 піднімає заручника."
		"SFUIHUD_InfoPanel_HostageText_Survival"	"Ви піднімаєте заручника."
		"SFUIHUD_InfoPanel_Spec_HostageText_Survival"	"%s1 піднімає заручника."
		"SFUIHUD_InfoPanel_HostageCannotDrop"			"Заручника не можна лишити тут."
		"SFUIHUD_InfoPanel_HostageCannotDrop_Survival"		"Заручника не можна лишити тут."

		"SFUIHUD_InfoPanel_HostageDropping"				"Ви полишаєте заручника."
		"SFUIHUD_InfoPanel_Spec_HostageDropping"		"%s1 полишає заручника."

		"SFUIHUD_InfoPanel_OpeningSafe_Other"			"Інший гравець уже встановлює вибухівку на сейф."
		"SFUIHUD_InfoPanel_OpeningSafe" 				"Ви встановлюєте вибухівку на сейф."
		"SFUIHUD_InfoPanel_Spec_OpeningSafe" 				"%s1 встановлює вибухівку на сейф."
		"SFUIHUD_InfoPanel_TooCloseToSafe" 				"Ви в зоні ураження!"
		
		"SFUIHUD_InfoPanel_OpeningSecurityDoor_Other"	"Інший гравець уже здійснює платіж для надання доступу."
		"SFUIHUD_InfoPanel_OpeningSecurityDoor" 		"Обробляємо ваш платіж для надання доступу."
		"SFUIHUD_InfoPanel_Spec_OpeningSecurityDoor" 	"%s1 здійснює платіж для надання доступу."
		
		"SFUIHUD_InfoPanel_CuttingRappelRope_Other"		"Інший гравець уже відпускає свою мотузку."
		"SFUIHUD_InfoPanel_CuttingRappelRope" 			"Ви відпускаєте мотузку."
		"SFUIHUD_InfoPanel_Spec_CuttingRappelRope" 		"%s1 відпускає мотузку."
		
		"SFUIHUD_InfoPanel_EquippingParachute_Other"	"Інший гравець вже споряджає цей парашут."
		"SFUIHUD_InfoPanel_EquippingParachute" 			"Ви споряджаєте парашут."
		"SFUIHUD_InfoPanel_Spec_EquippingParachute" 		"%s1 споряджає парашут."
		
		"SFUIHUD_InfoPanel_EquippingExoJump_Other"		"Інший гравець уже має екзострибунці."
		"SFUIHUD_InfoPanel_EquippingExoJump" 			"Ви маєте екзострибунці."
		"SFUIHUD_InfoPanel_Spec_EquippingExoJump" 		"%s1 споряджає екзострибунці."

		"SFUIHUD_InfoPanel_DisarmingBumpMine_Other"		"Інший гравець уже підіймає міну для стрибків."
		"SFUIHUD_InfoPanel_DisarmingBumpMine" 			"Ви піднімаєте міну для стрибків."
		"SFUIHUD_InfoPanel_Spec_DisarmingBumpMine" 		"%s1 піднімає міну для стрибків."
		"SFUIHUD_InfoPanel_DisarmingBumpMine_CantCarry" 		"Ви не можете взяти більше мін для стрибків."
				
		"SFUIHUD_InfoPanel_EquippingHeavyArmor_Other" 		"Інший гравець вже споряджає цю важку броню."
		"SFUIHUD_InfoPanel_EquippingHeavyArmor" 			"Ви споряджаєте важку броню."
		"SFUIHUD_InfoPanel_Spec_EquippingHeavyArmor" 		"%s1 споряджає важку броню."
		
		"SFUIHUD_InfoPanel_MapLongUseEntity_Pickup_Other" 	"Інший гравець уже підіймає цей предмет."
		"SFUIHUD_InfoPanel_MapLongUseEntity_Pickup" 		"Підіймання предмета…"
		"SFUIHUD_InfoPanel_Spec_MapLongUseEntity_Pickup" 	"%s1 підіймає предмет."
		
		"SFUIHUD_InfoPanel_MapLongUseEntity_Place_Other"     "Інший гравець уже встановлює предмет."
        "SFUIHUD_InfoPanel_MapLongUseEntity_Place"         "Предмет установлюється…"
        "SFUIHUD_InfoPanel_Spec_MapLongUseEntity_Place"     "%s1 установлює предмет."
		
		"SFUIHUD_InfoPanel_EquippingContract_Other" 		"Інший гравець уже отримує це завдання на важливу ціль."
		"SFUIHUD_InfoPanel_EquippingContract" 				"Ви отримуєте завдання на важливу ціль."
		"SFUIHUD_InfoPanel_Spec_EquippingContract" 		"%s1 отримує завдання на важливу ціль."
		
		"SFUIHUD_InfoPanel_EquippingTabletUpgrade_Other" "Інший гравець уже застосовує це покращення для планшета."
		"SFUIHUD_InfoPanel_EquippingTabletUpgrade" 		"Ви застосовуєте покращення для планшета."
		"SFUIHUD_InfoPanel_Spec_EquippingTabletUpgrade" 	"%s1 застосовує покращення для планшета."
		
		"SFUIHUD_InfoPanel_TakingOffHeavyArmor"			"Ви знімаєте із себе важку броню."
		"SFUIHUD_InfoPanel_Spec_TakingOffHeavyArmor"			"%s1 знімає із себе важку броню."

		"SFUIHUD_InfoPanel_Coop_StartingMissionIn"			"Початок завдання «%s1» через %s2…"
		"SFUIHUD_InfoPanel_Coop_StartingMissionNow"			"Завдання «%s1» починається!"
		"SFUIHUD_InfoPanel_Coop_DeployingIn3"				"Початок завдання через 3 с"
		"SFUIHUD_InfoPanel_Coop_DeployingIn2"				"Початок завдання через 2 с"
		"SFUIHUD_InfoPanel_Coop_DeployingIn1"				"Початок завдання через 1 с"
		"SFUIHUD_InfoPanel_Coop_DeployingHARDIn3"				"Початок ВАЖКОГО завдання через 3 с"
		"SFUIHUD_InfoPanel_Coop_DeployingHARDIn2"				"Початок ВАЖКОГО завдання через 2 с"
		"SFUIHUD_InfoPanel_Coop_DeployingHARDIn1"				"Початок ВАЖКОГО завдання через 1 с"
		"SFUIHUD_InfoPanel_Coop_WaitingDeploying"				"Очікування початку завдання"
		"SFUIHUD_InfoPanel_Coop_DeployCancelled"			"Завдання скасоване"
		"SFUIHUD_InfoPanel_Coop_Deploying"					"Завдання розпочинається!"
		"SFUIHUD_InfoPanel_Coop_DeployMissionBust"			"Спецпризначенці не встигли вчасно підготуватися, завдання провалене!"
		"SFUIHUD_InfoPanel_Coop_CollectCoin"					"Отримано колекційних монет: %s1/3"
	
		"SFUIHUD_InfoPanel_Coop_ThumbInsert"					"Флеш-накопичувач приєднано.\nДані передаються!"
		"SFUIHUD_InfoPanel_Coop_ThumbReady"						"Флеш-накопичувач можна від’єднати!"
		"SFUIHUD_InfoPanel_Coop_Thumb2Insert"					"Флеш-накопичувач від’єднано.\nІнсталювання віруса!"
		"SFUIHUD_InfoPanel_Coop_Thumb2Ready"					"Другий флеш-накопичувач готовий!"
		"SFUIHUD_InfoPanel_Coop_Thumb2Retrieved"				"Флеш-накопичувач з вірусом від’єднано!"	
"SFUIHUD_Spectate_Equipment"	"ВАРТІСТЬ СПОРЯДЖЕННЯ"
		"SFUIHUD_Spectate_TeamMoney"	"ГРОШІ КОМАНДИ"
		"SFUIHUD_Spectate_TeamEQValue"	"ВАРТІСТЬ СПОРЯДЖЕННЯ КОМАНДИ"
		"SFUIHUD_Spectate_Predictions"	"Прогнози результату «Pick'Em»"
		"SFUIHUD_Spectate_WinChance"	"Шанс перемоги"

		// Scaleform strings
		"SFUIHUD_Spectate_Navigation_Gamer_Card_Xbox"	"${north} Показати картку гравця"
		"SFUIHUD_Spectate_Navigation_Steam_Profile_Keyboard"	"${radio1} Показати профіль"
		"SFUIHUD_Spectate_Navigation_Steam_Profile_Controller"	"${north} Показати профіль"
